variables= "energy", "enstrophy", "time"
18567.772500 359468.394622 0.002130
17226.039009 334336.562347 0.004228
16280.108241 316925.192717 0.006204
15907.429801 308279.221301 0.008137
15510.534915 302576.283881 0.010093
15041.291252 292870.507002 0.012102
14516.173915 279062.542690 0.014122
13825.543077 265735.409926 0.016166
13249.201205 256077.889007 0.018224
12929.609891 249540.712964 0.020282
12629.368878 243347.899518 0.022338
12246.384877 235525.338067 0.024393
11804.805066 226486.678073 0.026448
11370.388064 218119.394964 0.028483
11033.277132 211509.860133 0.030529
10780.394006 206342.178639 0.032595
10529.073575 201276.925283 0.034678
10247.486060 195370.409513 0.036770
9932.375893 188948.822846 0.038872
9623.291192 183040.490562 0.040972
9370.990064 178170.988564 0.043063
9160.242284 173962.899755 0.045150
8952.200933 169712.731932 0.047238
8730.699604 165137.360385 0.049332
8500.867484 160541.749152 0.051435
8287.263355 156354.367316 0.053549
8100.869618 152654.636529 0.055672
7925.270543 149164.275544 0.057799
7748.118590 145616.202391 0.059919
7569.247389 142016.443852 0.062034
7395.123840 138568.613988 0.064146
7234.860548 135412.443783 0.066262
7088.175696 132491.068541 0.068387
6945.877311 129639.530518 0.070520
6802.204353 126767.266159 0.072659
6658.796734 123929.963463 0.074801
6521.143611 121236.191402 0.076944
6392.220566 118719.323347 0.079086
6270.029934 116317.420511 0.081229
6151.292215 113955.610807 0.083376
6034.618003 111623.681877 0.085526
5921.296612 109366.057259 0.087680
5813.543475 107218.496591 0.089837
5711.034919 105169.075385 0.091996
5611.250616 103175.755065 0.094156
5513.010642 101219.221164 0.096315
5417.110942 99315.000912 0.098471
5324.901196 97486.668664 0.100625
5236.684242 95736.463140 0.102780
5151.443924 94043.801427 0.104938
5068.091886 92387.981674 0.107100
4986.482087 90768.309079 0.109264
4907.104601 89196.542159 0.111428
4830.447366 87680.877151 0.113593
4756.430132 86216.772695 0.115758
4684.569566 84793.165851 0.117923
4614.495365 83403.891089 0.120089
4546.195219 82051.057430 0.122256
4479.873625 80738.560752 0.124426
4415.580502 79465.426303 0.126600
4353.094167 78226.694567 0.128777
4292.205268 77018.811989 0.130954
4232.891503 75841.554943 0.133132
4175.279641 74696.957678 0.135309
4119.406849 73585.189807 0.137489
4065.131053 72503.494307 0.139669
4012.262397 71448.601429 0.141852
3960.681561 70418.688837 0.144035
3910.370073 69414.160001 0.146220
3861.298624 68435.480384 0.148406
3813.377083 67481.907515 0.150593
3766.461407 66551.591898 0.152780
3720.412931 65643.004599 0.154969
