variables= "energy", "enstrophy", "time"
19164.994307 15420.112932 0.002129
18608.578155 15350.290138 0.004257
18113.079510 15264.938866 0.006386
17693.333516 15151.358523 0.008516
17362.571342 15014.416020 0.010646
17126.286429 14860.989279 0.012777
16979.585413 14699.593644 0.014899
16906.652670 14540.691275 0.016979
16883.029924 14390.857245 0.019017
16885.378808 14254.502128 0.021020
16895.445997 14134.514799 0.022993
16901.502602 14032.623472 0.024943
16897.767581 13949.700840 0.026873
16882.348272 13886.043138 0.028790
16854.660899 13841.502662 0.030696
16813.496964 13815.434044 0.032595
16756.518115 13806.571258 0.034491
16681.290415 13812.875111 0.036386
16587.393433 13831.363205 0.038283
16478.695366 13857.971249 0.040186
16364.646600 13887.577697 0.042096
16259.498832 13914.358334 0.044015
16179.039625 13932.505352 0.045946
16135.610867 13937.070132 0.047892
16133.539880 13924.563627 0.049853
16167.278149 13892.994564 0.051831
16222.752150 13841.950637 0.053807
16283.070935 13771.726250 0.055775
16333.131447 13682.918923 0.057736
16361.030285 13576.856781 0.059688
16358.091848 13456.000144 0.061629
16318.393838 13323.994672 0.063561
16238.350065 13185.509800 0.065486
16117.284739 13045.910914 0.067410
15959.599836 12910.836701 0.069336
15777.028927 12785.728744 0.071271
15588.175817 12675.406295 0.073217
15415.006256 12583.708623 0.075180
15278.519035 12513.185141 0.077161
15195.079424 12464.851003 0.079162
15173.065427 12438.183251 0.081164
15208.387895 12430.494582 0.083144
15287.036088 12437.925896 0.085107
15389.963013 12457.188504 0.087058
15495.981840 12486.063547 0.089005
15582.389116 12523.182313 0.090954
15627.911004 12566.949146 0.092912
15623.240391 12613.518642 0.094886
15579.263907 12655.806192 0.096880
15519.359624 12685.247710 0.098900
15464.756100 12694.339870 0.100947
15427.427573 12678.365086 0.103006
15409.442990 12636.394784 0.105066
15405.360349 12570.592433 0.107121
15404.261362 12485.117577 0.109167
15391.363830 12385.083556 0.111203
15349.836328 12275.741380 0.113229
15264.624322 12161.925257 0.115246
15129.004630 12047.745817 0.117257
14949.501200 11936.514803 0.119263
14744.433882 11830.859604 0.121267
14537.880264 11732.918848 0.123270
14353.436239 11644.520454 0.125275
14209.362579 11567.248177 0.127281
14115.721592 11502.667930 0.129281
14072.516235 11451.752401 0.131262
14071.915242 11414.290849 0.133231
14102.950533 11389.634428 0.135192
14153.709928 11376.784537 0.137153
14212.369969 11374.475447 0.139118
14268.221162 11381.275081 0.141092
14314.064568 11395.469593 0.143077
14348.537374 11414.975563 0.145074
14374.720279 11437.332113 0.147073
14396.689632 11460.057389 0.149065
14417.329079 11481.034322 0.151052
14438.601194 11498.340029 0.153034
14463.004523 11510.120155 0.155013
14493.645194 11514.629504 0.156989
14532.040359 11510.456840 0.158965
14574.864499 11496.764001 0.160950
14611.506442 11473.618211 0.162930
14627.091980 11441.847848 0.164893
14610.182522 11402.240966 0.166844
14557.949690 11355.589392 0.168788
14474.885517 11302.960146 0.170727
