variables= "energy", "enstrophy", "time"
19457.503575 15617.443241 0.001062
19175.618842 15601.365717 0.002124
18906.251231 15586.615968 0.003187
18649.308645 15564.464460 0.004249
18406.554646 15534.861990 0.005311
18180.205130 15498.146528 0.006374
17972.504908 15454.753161 0.007436
17785.508659 15405.229237 0.008499
17620.885932 15350.244312 0.009561
17479.762448 15290.584952 0.010624
17362.615794 15227.141329 0.011687
17269.205498 15160.882305 0.012749
17198.660984 15092.952892 0.013810
17149.398356 15024.771740 0.014862
17118.809366 14957.516400 0.015903
17103.775053 14892.063896 0.016933
17101.079528 14829.126367 0.017953
17107.604674 14769.296463 0.018963
17120.466698 14713.057589 0.019964
17137.123879 14660.794779 0.020957
17155.448087 14612.809182 0.021942
17173.759317 14569.332837 0.022921
17190.825502 14530.542151 0.023895
17205.827658 14496.564153 0.024862
17218.293061 14467.482514 0.025826
17228.005706 14443.359307 0.026785
17234.903260 14424.231734 0.027740
17238.975497 14410.109912 0.028693
17240.177446 14400.973887 0.029643
17238.366957 14396.769165 0.030591
17233.271675 14397.402456 0.031537
17224.487869 14402.737060 0.032482
17211.509773 14412.588806 0.033426
17193.786518 14426.721730 0.034370
17170.801366 14444.843535 0.035313
17142.165926 14466.600261 0.036257
17107.720405 14491.570113 0.037200
17067.628831 14519.257485 0.038145
17022.456254 14549.089433 0.039090
16973.218177 14580.414891 0.040036
16921.390461 14612.509733 0.040984
16868.872838 14644.588864 0.041934
16817.902182 14675.826976 0.042885
16770.914869 14705.388024 0.043839
16730.365745 14732.460789 0.044794
16698.512846 14756.296999 0.045753
16677.194325 14776.241792 0.046714
16667.628634 14791.752435 0.047679
16670.272466 14802.414538 0.048647
16684.755128 14807.935791 0.049618
16709.916438 14808.120108 0.050594
16743.943923 14802.833350 0.051573
16784.548091 14791.975657 0.052556
16829.027911 14775.533766 0.053538
16874.864200 14753.493589 0.054519
16919.799288 14725.823994 0.055497
16961.847942 14692.504337 0.056473
16999.283822 14653.556928 0.057447
17030.605929 14609.082194 0.058418
17054.514040 14559.287015 0.059386
17069.901888 14504.499468 0.060351
17075.859739 14445.167001 0.061312
17071.671611 14381.849570 0.062271
17056.804163 14315.209883 0.063228
17030.889784 14245.998779 0.064183
16993.717381 14175.041508 0.065136
16945.251549 14103.217994 0.066089
16885.704070 14031.442070 0.067042
16815.665096 13960.640919 0.067996
16736.257424 13891.734893 0.068950
16649.231314 13825.618244 0.069907
16556.924668 13763.141908 0.070866
16462.085305 13705.094332 0.071828
16367.643981 13652.182135 0.072793
16276.539220 13605.012428 0.073762
16191.629158 13564.074632 0.074735
16115.666069 13529.724579 0.075714
16051.269131 13502.171711 0.076697
16000.838223 13481.469897 0.077687
15966.406305 13467.515062 0.078681
15949.479401 13460.055493 0.079678
15950.574680 13458.602397 0.080670
15969.042048 13462.447725 0.081655
16003.447523 13470.858723 0.082634
16051.654879 13483.119964 0.083609
16111.036069 13498.571559 0.084580
16178.826225 13516.639387 0.085547
16252.443137 13536.868118 0.086511
16329.518446 13558.937920 0.087473
16407.564794 13582.676274 0.088433
16483.451949 13608.084913 0.089394
16552.917768 13635.362382 0.090355
16610.466579 13664.871643 0.091317
16650.320394 13696.944993 0.092282
16668.722234 13731.518137 0.093251
16665.792781 13767.868920 0.094225
16645.121591 13804.718144 0.095203
16612.370627 13840.498888 0.096188
16574.003122 13873.570765 0.097179
16535.889956 13902.409610 0.098178
16502.202223 13925.775449 0.099184
16475.209672 13942.745156 0.100197
16455.827684 13952.647649 0.101213
16444.078641 13955.162607 0.102229
16439.672785 13950.142707 0.103247
16442.078420 13937.577025 0.104268
16450.372017 13917.619467 0.105291
16463.122178 13890.667372 0.106312
